Date,Ticker,Sector,risk_rank,stability_group,stable,industry_status,industry_unknown,balanced_verified,balanced_eligible,vol_ann_120d,beta_120d
2023-08-21,MTD,Health Care,2,Middle,False,MIDDLE,False,False,False,0.26752886,0.97990036
2023-08-21,MU,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.38862026,1.2250745
2023-08-21,NCLH,Consumer Discretionary,3,Risky,False,RISKY,False,False,False,0.4856507,1.9895507
2023-08-21,NDAQ,Financials,1,Stable,True,STABLE,False,True,True,0.2662405,0.8379101
2023-08-21,NDSN,Industrials,1,Stable,True,STABLE,False,True,True,0.1782244,0.80141187
2023-08-21,NEE,Utilities,1,Stable,True,MIDDLE,False,False,False,0.19560347,0.5767554
2023-08-21,NEM,Materials,1,Stable,True,MIDDLE,False,False,False,0.3166165,0.29133716
2023-08-21,NFLX,Communication Services,2,Middle,False,RISKY,False,False,False,0.3667808,1.521328
2023-08-21,NI,Utilities,1,Stable,True,STABLE,False,True,True,0.19184396,0.38996035
2023-08-21,NKE,Consumer Discretionary,2,Middle,False,STABLE,False,False,False,0.24947885,1.0099365
2023-08-21,NOC,Industrials,1,Stable,True,STABLE,False,True,True,0.1758796,0.49501336
2023-08-21,NOW,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.32111964,1.696225
2023-08-21,NRG,Utilities,2,Middle,False,RISKY,False,False,False,0.30308175,0.96152115
2023-08-21,NSC,Industrials,1,Stable,True,STABLE,False,True,True,0.19391945,0.8122743
2023-08-21,NTAP,Information Technology,2,Middle,False,STABLE,False,False,False,0.26159286,1.1283247
2023-08-21,NTRS,Financials,3,Risky,False,MIDDLE,False,False,False,0.36773562,1.7003304
2023-08-21,NUE,Materials,2,Middle,False,RISKY,False,False,False,0.34051737,1.5095872
2023-08-21,NVDA,Information Technology,3,Risky,False,RISKY,False,False,False,0.49544394,2.0204027
2023-08-21,NVR,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.19226338,0.72391456
2023-08-21,NWL,Unknown,3,Risky,False,MIDDLE,False,False,False,0.46432847,1.4291779
2023-08-21,NWS,Communication Services,2,Middle,False,MIDDLE,False,False,False,0.2617999,1.0787497
2023-08-21,NWSA,Communication Services,2,Middle,False,MIDDLE,False,False,False,0.2627982,1.0652292
2023-08-21,NXPI,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.3260818,1.4971337
2023-08-21,O,Real Estate,1,Stable,True,STABLE,False,True,True,0.1766382,0.5637424
2023-08-21,ODFL,Industrials,2,Middle,False,MIDDLE,False,False,False,0.33127552,1.187492
2023-08-21,OGN,Unknown,2,Middle,False,STABLE,False,False,False,0.309486,0.9832246
2023-08-21,OKE,Energy,2,Middle,False,MIDDLE,False,False,False,0.26772556,0.9689772
2023-08-21,OMC,Communication Services,2,Middle,False,MIDDLE,False,False,False,0.28447825,0.8477869
2023-08-21,ON,Information Technology,3,Risky,False,RISKY,False,False,False,0.40924644,1.7598838
2023-08-21,ORCL,Information Technology,2,Middle,False,STABLE,False,False,False,0.24423988,1.0386025
2023-08-21,ORLY,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.18474837,0.5544521
2023-08-21,OTIS,Industrials,2,Middle,False,STABLE,False,False,False,0.20850478,1.0537131
2023-08-21,OXY,Energy,1,Stable,True,STABLE,False,True,True,0.2615339,0.858338
2023-08-21,PANW,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.40233204,1.1663283
2023-08-21,PAYC,Unknown,3,Risky,False,MIDDLE,False,False,False,0.42814636,1.7920791
2023-08-21,PAYX,Industrials,2,Middle,False,STABLE,False,False,False,0.2231735,1.0373333
2023-08-21,PCAR,Industrials,1,Stable,True,STABLE,False,True,True,0.23127912,0.96230274
2023-08-21,PCG,Utilities,1,Stable,True,MIDDLE,False,False,False,0.19535302,0.5015908
2023-08-21,PEG,Utilities,1,Stable,True,MIDDLE,False,False,False,0.18834741,0.55882955
2023-08-21,PEP,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.13605748,0.27198094
2023-08-21,PFE,Health Care,1,Stable,True,STABLE,False,True,True,0.19654615,0.4661155
2023-08-21,PFG,Financials,2,Middle,False,MIDDLE,False,False,False,0.31515437,1.4155104
2023-08-21,PG,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.14349458,0.39545295
2023-08-21,PGR,Financials,1,Stable,True,STABLE,False,True,True,0.37203887,0.53532934
2023-08-21,PH,Industrials,2,Middle,False,MIDDLE,False,False,False,0.28337047,1.2615422
